% 1. Title: sin ln Function Dataset
%
% 2. Sources:
%      (a) Creators: Michael Camarata, Ariesh Grover, Miguel Lima, Jaden Martinez
%      (b) Donar: N/A
%      (c) Date: April, 2023
@RELATION math

@ATTRIBUTE x       NUMERIC
@ATTRIBUTE y       NUMERIC
@ATTRIBUTE output  NUMERIC

@DATA
56.0,56.0,8.747038315636635
19.0,19.0,6.609645935056064
80.0,80.0,9.458762705169864
22.0,22.0,6.895849183098441
50.0,50.0,8.52119158140204
33.0,33.0,7.695336486722753
27.0,27.0,7.298519114279277
18.0,18.0,6.50465507224588
66.0,66.0,9.074751819815665
17.0,17.0,6.394049794017482
91.0,91.0,9.716073631117125
41.0,41.0,8.126236582154528
32.0,32.0,7.634374928954494
9.0,9.0,5.209245500986695
77.0,77.0,9.382444364109016
46.0,46.0,8.355153621536031
72.0,72.0,9.248408057704886
94.0,94.0,9.780868350606783
88.0,88.0,9.649111964741792
70.0,70.0,9.192178063160933
7.0,7.0,4.783636809465607
57.0,57.0,8.78232663445077
28.0,28.0,7.370294709876134
20.0,20.0,6.709546798875932
16.0,16.0,6.277225313023548
82.0,82.0,9.508072663388036
95.0,95.0,9.802008874015005
43.0,43.0,8.220952791029456
81.0,81.0,9.483569414946883
68.0,68.0,9.134324751389661
93.0,93.0,9.759502235972938
34.0,34.0,7.754511164534592
39.0,39.0,8.026840727781106
3.0,3.0,3.731842742704055
61.0,61.0,8.917581633240015
29.0,29.0,7.439615045897312
79.0,79.0,9.433644935433614
37.0,37.0,7.922282211104687
8.0,8.0,5.005270247391173
44.0,44.0,8.266689048075843
38.0,38.0,7.975239859998761
63.0,63.0,8.981935522367104
84.0,84.0,9.556197810505953
96.0,96.0,9.822928515002223
40.0,40.0,8.077152144363899
25.0,25.0,7.146872591799134
90.0,90.0,9.69400093641114
2.0,2.0,2.9887389685055186
85.0,85.0,9.579833584601438
83.0,83.0,9.532279774453595
11.0,11.0,5.570813185618558
55.0,55.0,8.71111823767329
24.0,24.0,7.0665849961956075
12.0,12.0,5.731871340922076
30.0,30.0,7.506640495156584
53.0,53.0,8.637289719013923
48.0,48.0,8.439887583560138
69.0,69.0,9.163460146212177
92.0,92.0,9.737905669291667
58.0,58.0,8.81700496548061
51.0,51.0,8.560641634088176
87.0,87.0,9.62628442144771
60.0,60.0,8.884613307821853
21.0,21.0,6.804814560335901
52.0,52.0,8.599331466972982
13.0,13.0,5.881835507159358
76.0,76.0,9.356344862518528
59.0,59.0,8.851093977117289
47.0,47.0,8.397967255416926
23.0,23.0,6.983002417474124
10.0,10.0,5.397165581783785
99.0,99.0,9.88440708061155
97.0,97.0,9.843631836622643
65.0,65.0,9.044288021976191
86.0,86.0,9.603193672073738
64.0,64.0,9.013354155204738
67.0,67.0,9.104759588992462
1.0,1.0,-0.2657770941031935
71.0,71.0,9.220490273286808
26.0,26.0,7.22411076821905
35.0,35.0,7.8119998199470135
31.0,31.0,7.571516412718553
5.0,5.0,4.2872256534707525
73.0,73.0,9.275942234363928
89.0,89.0,9.67168222718683
78.0,78.0,9.408208218573067
36.0,36.0,7.867895081315136
45.0,45.0,8.311407974214982
100.0,100.0,9.90448745237909
49.0,49.0,8.48095096209055
62.0,62.0,8.95001672795223
54.0,54.0,8.67454344661002
14.0,14.0,6.022001464241032
15.0,15.0,6.153480933243293
98.0,98.0,9.864123262127212
6.0,6.0,4.5436580245804885
4.0,4.0,4.020629694263439
42.0,42.0,8.174152109194237
75.0,75.0,9.329900868481008
74.0,74.0,9.303103183006643
